CyberCBP Security Report
Generated At,2026-04-18T23:36:13.400178
Total Threats,154
Total Vulnerabilities,137

=== THREATS ===
ID,Timestamp,Severity,Rule ID,Source,Description
39,2026-04-18 19:47:31,socket,3306,mysql,Medium,MySQL — database port should not be public
38,2026-04-18 19:47:31,socket,22,ssh,Medium,SSH — ensure key-based auth & no root login
37,2026-04-18 19:42:31,socket,3306,mysql,Medium,MySQL — database port should not be public
36,2026-04-18 19:42:31,socket,22,ssh,Medium,SSH — ensure key-based auth & no root login
35,2026-04-18 19:37:31,socket,3306,mysql,Medium,MySQL — database port should not be public
34,2026-04-18 19:37:31,socket,22,ssh,Medium,SSH — ensure key-based auth & no root login
33,2026-04-18 19:32:31,socket,3306,mysql,Medium,MySQL — database port should not be public
32,2026-04-18 19:32:31,socket,22,ssh,Medium,SSH — ensure key-based auth & no root login
31,2026-04-18 19:27:31,socket,3306,mysql,Medium,MySQL — database port should not be public
30,2026-04-18 19:27:31,socket,22,ssh,Medium,SSH — ensure key-based auth & no root login
29,2026-04-18 19:22:31,socket,3306,mysql,Medium,MySQL — database port should not be public
28,2026-04-18 19:22:31,socket,22,ssh,Medium,SSH — ensure key-based auth & no root login
27,2026-04-18 19:17:30,socket,3306,mysql,Medium,MySQL — database port should not be public
26,2026-04-18 19:17:30,socket,22,ssh,Medium,SSH — ensure key-based auth & no root login
25,2026-04-18 19:14:36,socket,3306,mysql,Medium,MySQL — database port should not be public
24,2026-04-18 19:14:36,socket,22,ssh,Medium,SSH — ensure key-based auth & no root login
23,2026-04-18 19:12:30,socket,3306,mysql,Medium,MySQL — database port should not be public
22,2026-04-18 19:12:30,socket,22,ssh,Medium,SSH — ensure key-based auth & no root login
21,2026-04-14 23:11:00,socket,3306,mysql,Medium,MySQL — database port should not be public
20,2026-04-14 23:11:00,socket,22,ssh,Medium,SSH — ensure key-based auth & no root login
19,2026-04-14 13:13:19,socket,3306,mysql,Medium,MySQL — database port should not be public
18,2026-04-14 13:13:19,socket,22,ssh,Medium,SSH — ensure key-based auth & no root login
17,2026-04-14 13:12:19,socket,3306,mysql,Medium,MySQL — database port should not be public
16,2026-04-14 13:12:19,socket,22,ssh,Medium,SSH — ensure key-based auth & no root login
15,2026-04-14 13:09:00,socket,3306,mysql,Medium,MySQL — database port should not be public
14,2026-04-14 13:09:00,socket,22,ssh,Medium,SSH — ensure key-based auth & no root login
13,2026-04-14 12:51:40,socket,3306,mysql,Medium,MySQL — database port should not be public
12,2026-04-14 12:51:40,socket,22,ssh,Medium,SSH — ensure key-based auth & no root login
11,2026-04-06 15:24:37,socket,22,ssh,Medium,SSH — ensure key-based auth & no root login
10,2026-04-06 10:38:30,socket,22,ssh,Medium,SSH — ensure key-based auth & no root login
9,2026-04-06 10:37:49,socket,22,ssh,Medium,SSH — ensure key-based auth & no root login
8,2026-04-06 10:33:30,socket,22,ssh,Medium,SSH — ensure key-based auth & no root login
7,2026-04-06 10:31:59,socket,22,ssh,Medium,SSH — ensure key-based auth & no root login
6,2026-04-06 10:27:06,socket,22,ssh,Medium,SSH — ensure key-based auth & no root login
5,2026-04-03 22:17:06,socket,22,ssh,Medium,SSH — ensure key-based auth & no root login
4,2026-04-03 22:16:04,socket,22,ssh,Medium,SSH — ensure key-based auth & no root login
3,2026-04-03 22:15:36,socket,22,ssh,Medium,SSH — ensure key-based auth & no root login
2,2026-04-03 22:15:21,socket,22,ssh,Medium,SSH — ensure key-based auth & no root login
1,2026-04-03 21:59:25,socket,22,ssh,Medium,SSH — ensure key-based auth & no root login
